Drug,Review,Score,Likes
Cariprazine,"<b>Vraylar (cariprazine):</b>			 I have suffered from severe depression for over a decade. I was barely functional and most of the time not at all. My doctor gave me samples of Vraylar and within 2 1/2 weeks I started to feel different. That sinking feeling inside my chest from the depression went away. By the 4th week the depression had totally disappeared. It is a miracle, I have my life back. I have not suffered any side effects. Only problem is the cost is prohibitive. $1200.00 without insurance. I don't know what I am going to do but somehow I have to stay on this medication.",0,45
Cariprazine,"<b>Vraylar (cariprazine):</b>			 This medicine makes me feel manic, its way too activating. It was good when I had low energy but now I feel manic all the time.",0,24
Cariprazine,"<b>Vraylar (cariprazine):</b>			 I got misdiagnosed with major depressive disorder and took a ton of antidepressants that just werent working, and I recently started taking Vraylar a couple weeks ago. The side effects at the beginning were fine until I started getting restless in my legs and my anxiety is more prominent, but it helps me SOOOO much with my sleep because I used to stay up for days and it really helps with the cycling and depression. I know I don't feel the full effect but I've been on so many medicines this feels like the only one thats done something",0,17
Cariprazine,"<b>Vraylar (cariprazine):</b>			 I have been on Vraylar going on six months for bipolar. I started out taking 1.5 mg. After being on several antipsychotics and having a few psychotic breaks this drug has truly changed my life. I now take 3 mg because the lower does was wearing off. I was aggravated, agitated and on edge but with the increase I feel great again. I can actually live a normal life and maintain a healthy lifestyle.",0,50
Cariprazine,<b>Vraylar (cariprazine):</b>			 I was on Abilify for several years for Bipolar II. Worked well for me. Then it quit working. My doctor prescribed Vraylar 1.5. Take at night. I have been on Vraylar 1.5 for 3 weeks almost. I notice a huge difference! My hypomania is under control. No depression. I feel level with my moods. Now I am having some side effects. Excessive sweating and hot flashes. Vivid dreams. But Ill say its working great for me! I can handle those two side effects ok. Thankful that my bipolar II is managed well so far with this medication. Working great for me! Thankful for this medication!,0,47
Cariprazine,"<b>Vraylar (cariprazine):</b>			 I like a lot of people on vraylar thought I had found something that worked after years of trying. Well after I was on it for about a year my mom asked me one day why I was squinting my eyes and pursuing my lips. I was afraid people would think I was high or had brain damage. They prescribed propranolol 20mg 3x a day I still had the symptoms. Now they added Sinemet which wasn't helping so they increased the amount I was taking. Well the symptoms are twice as bad now so I am weaning off of them. All of my tardive dyskinesia is in my face. My tongue and mouth are so sore by the end of the day it's almost unbearable. When I sleep it goes away, but by the end of the day it is back to raw and sore. I have permanent lines above my lip, the corners of my mouth have downward wrinkles and I have a deep wrinkle under my bottom lip that looks like a sideways c. Vraylar  has ruined my life and left me feeling like a freak and living like a homebound freak.",0,34
Cariprazine,"<b>Vraylar (cariprazine):</b>			 Was on this Vraylar for 5 days. I would not recommend it to anyone. It caused severe nausea, hunger pains, severe headaches, shaking of hands and head, and felt like running a temperature everyday.",0,24
Cariprazine,"<b>Vraylar (cariprazine):</b>			 So, I started with  Vraylar at a dose 1.5 mg for about 2 weeks for my mixed BP 2  ,I loved it. I  did take it in the morning ,and at night time I used Xanax . I felt like my manic episodes were still going on, but in a controlled manner . I started projects and actually finished them . I felt so good, full of constructive energy ,great mood ,until I tried the 3 mg . First day ,upset stomach ,low blood pressure ,felt horrible . Second day, restless, but somehow my body wants to do things, but not my brain. I got sleepy, without motivation, I feel uncomfortable everywhere . I absolutely hate the 3 mg .I'll be seeing my Dr this week ,maybe I can stick to 1.5 mg .",0,37
Cariprazine,"<b>Vraylar (cariprazine):</b>			 I have been on pretty much every Manic med there is, from Prozac, Paxel, Effexor etc. My Dr. put me on Vylar a month ago.  I was suicidal and as low as you can get do to an accident at work and Workman's Comp totally screwing me over with the money they owe me and my Scumbag Lawyer not doing anything, just wants his 20%. So from making $850 to $1150 take home a week, I am making $140, and eating mustard sandwich's. After 3 weeks, I feel better than I have ever felt, with out the bad side effects!",0,30
Cariprazine,"<b>Vraylar (cariprazine):</b>			 No racing thoughts since I have been on Vraylar, thank goodness",0,32
Cariprazine,"<b>Vraylar (cariprazine):</b>			 I started on VRAYLAR 1.5mg and took samples for about 2 months. I felt great on it, like I never had before on any other meds. But....the side effect that I cant shake is the drowsiness and  fog  that started almost immediately. I didnt want to quit because I felt better in every other way. I quit 2 days ago and I feel extremely less tired. I am going to have to find another medicine. I wouldnt be able to afford it anyway!",0,26
Cariprazine,"<b>Vraylar (cariprazine):</b>			 I was diagnosed with Bipolar Disorder 4 years ago. It took years of trial &amp; error to find the right combination of meds that helped. Along with other meds, I took Abilify for 4 years &amp; gained 60 lbs. It didn't seem to be doing much. It always felt like I still wasn't feeling AS mentally balanced as I COULD be feeling. I also had akathesia on Abilify. Now, I switched to Vraylar 1.5 mg (THANKFULLY my psychiatrist had samples to give me since the price of the med is crazy). I've been taking it for 3 weeks &amp; it's already changed my life - no exaggeration! I feel recharged &amp; have the energy to do simple tasks &amp; to LIVE my life to the fullest &amp; actually be positive for once. I actually feel like my mood is BALANCED for the first time in years! Only side effect I've had is that I keep making weird tongue movements &amp; curl my tongue under the roof of my mouth without realizing I'm doing it. But w/ the improvements I've made since switching from Abilify to Vraylar, it's a small price to pay!",0,41
Cariprazine,"<b>Vraylar (cariprazine):</b>			 My psych doctor started me on this and at first, nothing happened at the 1.5 dose. Once he increased it to 3 mg- everything went south.  I started hallucinating and not sleeping.  It exasperated my bipolar problems.  Needless to say, I am no longer on it.",0,27
Cariprazine,"<b>Vraylar (cariprazine):</b>			 My doctor switched my bi-polar medication from Seroquel, which I believe to be helpful, over  to Vraylar. I was nervous in the beginning, Seroquel worked very well for me and I was afraid of going back to the symptoms. I was overjoyed with Vraylar. It helps me so much more than the Seroquel ever did. My family and friends noticed the difference within a few weeks.",0,35
Cariprazine,<b>Vraylar (cariprazine):</b>			 Works so so for me  but at least it helps my depression and anxiety.  I noticed that it does cause some confusion at times was told by several drs that I was normal so kind of annoyed about one drs diagnosis. Anyway  I don't like really any med but my overall rating for this one is 4 out of ten for me.,0,11
